AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
53.0,3.0,16.0,3.0,6305.0,31.0,15.0,40.0,1.0,1.0
59.0,1.0,17.0,1.0,5740.0,31.0,1.0,30.0,2.0,1.0
26.0,7.0,5.0,5.0,4200.0,6.0,0.0,30.0,2.0,1.0
24.0,1.0,1.0,5.0,4110.0,31.0,12.0,15.0,1.0,1.0
25.0,7.0,21.0,1.0,10.0,46.0,0.0,55.0,1.0,1.0
26.0,1.0,21.0,1.0,530.0,31.0,1.0,40.0,2.0,1.0
38.0,2.0,21.0,2.0,3255.0,6.0,0.0,30.0,2.0,1.0
52.0,6.0,18.0,3.0,4600.0,31.0,0.0,40.0,2.0,1.0
36.0,1.0,22.0,1.0,1006.0,210.0,0.0,40.0,1.0,6.0
33.0,2.0,20.0,1.0,2545.0,210.0,1.0,10.0,2.0,6.0
27.0,1.0,22.0,5.0,750.0,210.0,15.0,40.0,2.0,6.0
27.0,1.0,22.0,5.0,1010.0,210.0,15.0,40.0,2.0,6.0
67.0,2.0,17.0,1.0,5740.0,31.0,1.0,25.0,2.0,1.0
72.0,5.0,21.0,1.0,565.0,47.0,1.0,50.0,1.0,1.0
26.0,7.0,21.0,5.0,4920.0,46.0,0.0,30.0,2.0,1.0
26.0,1.0,21.0,5.0,630.0,31.0,13.0,45.0,1.0,1.0
48.0,1.0,16.0,1.0,9130.0,31.0,0.0,65.0,1.0,1.0
48.0,1.0,20.0,1.0,3603.0,31.0,1.0,40.0,2.0,1.0
71.0,6.0,16.0,1.0,4510.0,31.0,1.0,42.0,2.0,1.0
32.0,1.0,21.0,5.0,8740.0,6.0,0.0,40.0,2.0,1.0
60.0,5.0,19.0,3.0,5550.0,31.0,0.0,46.0,1.0,1.0
35.0,1.0,21.0,5.0,3000.0,31.0,15.0,50.0,1.0,1.0
82.0,2.0,19.0,1.0,9600.0,31.0,0.0,40.0,1.0,1.0
61.0,1.0,20.0,3.0,750.0,19.0,0.0,50.0,2.0,1.0
45.0,3.0,22.0,1.0,2002.0,19.0,0.0,40.0,2.0,1.0
49.0,3.0,22.0,1.0,2310.0,31.0,1.0,40.0,1.0,1.0
24.0,1.0,19.0,5.0,4110.0,19.0,4.0,30.0,2.0,1.0
30.0,1.0,21.0,5.0,1021.0,31.0,0.0,50.0,1.0,1.0
56.0,4.0,10.0,5.0,2205.0,303.0,0.0,40.0,1.0,1.0
37.0,1.0,19.0,3.0,4020.0,51.0,0.0,35.0,2.0,1.0
19.0,6.0,16.0,5.0,4251.0,31.0,2.0,1.0,1.0,1.0
38.0,1.0,17.0,5.0,7750.0,13.0,13.0,40.0,1.0,9.0
17.0,1.0,12.0,5.0,4055.0,2.0,15.0,20.0,1.0,9.0
37.0,1.0,21.0,1.0,2310.0,20.0,0.0,40.0,2.0,1.0
39.0,1.0,22.0,1.0,2310.0,31.0,1.0,40.0,1.0,1.0
34.0,1.0,21.0,1.0,800.0,31.0,0.0,30.0,2.0,1.0
35.0,6.0,21.0,1.0,6050.0,31.0,1.0,80.0,1.0,1.0
43.0,1.0,16.0,3.0,1360.0,31.0,0.0,40.0,1.0,1.0
56.0,6.0,23.0,3.0,2100.0,31.0,0.0,20.0,1.0,1.0
40.0,2.0,24.0,1.0,230.0,31.0,0.0,50.0,2.0,1.0
39.0,1.0,21.0,1.0,9130.0,31.0,1.0,40.0,1.0,1.0
60.0,6.0,17.0,1.0,9130.0,31.0,0.0,60.0,1.0,1.0
57.0,1.0,20.0,1.0,9610.0,233.0,1.0,60.0,2.0,6.0
52.0,1.0,16.0,3.0,5400.0,31.0,0.0,40.0,2.0,1.0
66.0,6.0,22.0,2.0,735.0,31.0,0.0,25.0,1.0,1.0
69.0,4.0,22.0,3.0,2320.0,31.0,13.0,8.0,2.0,1.0
63.0,1.0,15.0,1.0,7340.0,26.0,0.0,52.0,1.0,1.0
56.0,1.0,21.0,1.0,650.0,49.0,1.0,45.0,2.0,1.0
68.0,6.0,18.0,3.0,205.0,19.0,0.0,10.0,1.0,1.0
67.0,1.0,16.0,3.0,7720.0,31.0,0.0,40.0,2.0,1.0
82.0,6.0,19.0,1.0,8555.0,20.0,0.0,3.0,1.0,1.0
81.0,6.0,21.0,1.0,2360.0,20.0,1.0,7.0,2.0,1.0
51.0,1.0,22.0,3.0,5240.0,31.0,0.0,37.0,2.0,2.0
46.0,2.0,19.0,3.0,3603.0,31.0,2.0,40.0,2.0,1.0
19.0,1.0,19.0,5.0,2320.0,31.0,7.0,30.0,2.0,1.0
54.0,1.0,21.0,3.0,800.0,31.0,0.0,45.0,2.0,1.0
57.0,1.0,17.0,1.0,4220.0,31.0,15.0,45.0,1.0,1.0
33.0,1.0,19.0,5.0,5120.0,31.0,3.0,60.0,1.0,1.0
46.0,1.0,21.0,1.0,4710.0,31.0,0.0,45.0,1.0,1.0
70.0,1.0,18.0,1.0,4760.0,31.0,0.0,20.0,1.0,1.0
69.0,6.0,19.0,1.0,4510.0,31.0,1.0,20.0,2.0,1.0
26.0,1.0,18.0,4.0,3645.0,6.0,10.0,30.0,2.0,1.0
59.0,1.0,22.0,1.0,6050.0,31.0,0.0,40.0,2.0,1.0
61.0,1.0,19.0,1.0,6050.0,31.0,1.0,50.0,1.0,1.0
44.0,1.0,21.0,1.0,5900.0,451.0,0.0,40.0,1.0,2.0
54.0,1.0,21.0,3.0,5810.0,31.0,0.0,40.0,2.0,1.0
49.0,1.0,21.0,1.0,4700.0,31.0,0.0,49.0,1.0,1.0
45.0,1.0,21.0,1.0,20.0,31.0,1.0,45.0,2.0,1.0
20.0,1.0,16.0,5.0,5120.0,31.0,4.0,15.0,2.0,1.0
17.0,1.0,13.0,5.0,9645.0,31.0,4.0,15.0,2.0,1.0
77.0,1.0,16.0,1.0,2016.0,6.0,0.0,40.0,1.0,1.0
57.0,6.0,18.0,1.0,4700.0,164.0,0.0,47.0,2.0,1.0
25.0,1.0,16.0,5.0,9645.0,163.0,11.0,30.0,1.0,1.0
66.0,6.0,16.0,1.0,4500.0,31.0,0.0,40.0,1.0,1.0
42.0,2.0,22.0,1.0,2040.0,48.0,0.0,65.0,1.0,1.0
29.0,1.0,16.0,1.0,7200.0,31.0,0.0,40.0,1.0,1.0
29.0,1.0,19.0,1.0,2300.0,31.0,1.0,30.0,2.0,1.0
49.0,1.0,19.0,3.0,4700.0,29.0,0.0,50.0,2.0,1.0
18.0,1.0,14.0,5.0,4720.0,31.0,2.0,24.0,1.0,1.0
36.0,2.0,21.0,1.0,1530.0,31.0,0.0,50.0,1.0,1.0
35.0,7.0,18.0,1.0,4510.0,31.0,1.0,35.0,2.0,1.0
59.0,1.0,21.0,2.0,20.0,31.0,0.0,45.0,2.0,1.0
62.0,1.0,16.0,1.0,4760.0,31.0,0.0,39.0,1.0,1.0
59.0,1.0,16.0,1.0,4720.0,31.0,1.0,40.0,2.0,1.0
42.0,1.0,19.0,3.0,3421.0,29.0,0.0,45.0,2.0,1.0
43.0,3.0,16.0,3.0,6305.0,20.0,11.0,45.0,1.0,1.0
20.0,1.0,16.0,5.0,4230.0,41.0,15.0,30.0,2.0,3.0
25.0,1.0,16.0,1.0,7905.0,31.0,0.0,40.0,1.0,1.0
25.0,2.0,19.0,1.0,5740.0,31.0,1.0,40.0,2.0,1.0
50.0,2.0,16.0,5.0,3603.0,8.0,0.0,40.0,2.0,1.0
72.0,2.0,16.0,1.0,1970.0,31.0,0.0,3.0,2.0,1.0
74.0,1.0,17.0,1.0,9130.0,31.0,1.0,30.0,1.0,1.0
59.0,1.0,16.0,1.0,9210.0,31.0,0.0,50.0,1.0,1.0
32.0,1.0,18.0,3.0,800.0,31.0,2.0,45.0,1.0,1.0
57.0,3.0,19.0,1.0,8740.0,31.0,0.0,40.0,1.0,1.0
49.0,1.0,21.0,1.0,136.0,31.0,1.0,50.0,2.0,1.0
47.0,1.0,22.0,1.0,1007.0,31.0,0.0,60.0,1.0,1.0
47.0,1.0,20.0,1.0,3500.0,48.0,1.0,40.0,2.0,1.0
55.0,4.0,21.0,3.0,565.0,31.0,0.0,50.0,2.0,1.0
32.0,1.0,20.0,1.0,600.0,31.0,0.0,45.0,2.0,2.0
34.0,1.0,16.0,1.0,4850.0,31.0,1.0,50.0,1.0,1.0
33.0,3.0,22.0,1.0,2320.0,31.0,0.0,40.0,1.0,1.0
32.0,3.0,22.0,1.0,2320.0,31.0,1.0,40.0,2.0,9.0
77.0,3.0,16.0,1.0,9121.0,31.0,0.0,20.0,1.0,1.0
54.0,1.0,22.0,1.0,3300.0,29.0,0.0,45.0,2.0,1.0
58.0,1.0,16.0,1.0,9130.0,29.0,1.0,50.0,1.0,1.0
73.0,1.0,16.0,1.0,4220.0,31.0,1.0,2.0,2.0,1.0
50.0,6.0,19.0,1.0,2634.0,31.0,0.0,15.0,2.0,1.0
52.0,1.0,20.0,1.0,1050.0,46.0,1.0,43.0,1.0,1.0
19.0,1.0,19.0,5.0,6260.0,31.0,2.0,40.0,1.0,1.0
31.0,1.0,19.0,3.0,630.0,31.0,0.0,45.0,2.0,1.0
41.0,1.0,21.0,1.0,5120.0,31.0,0.0,30.0,2.0,1.0
43.0,2.0,24.0,1.0,3160.0,31.0,1.0,40.0,1.0,1.0
29.0,1.0,22.0,1.0,120.0,31.0,0.0,45.0,1.0,1.0
26.0,1.0,21.0,1.0,5240.0,31.0,1.0,40.0,2.0,1.0
46.0,1.0,21.0,3.0,9510.0,31.0,0.0,44.0,1.0,1.0
49.0,1.0,20.0,1.0,5740.0,31.0,0.0,40.0,2.0,1.0
51.0,1.0,16.0,1.0,4710.0,31.0,1.0,40.0,1.0,1.0
17.0,3.0,14.0,5.0,3960.0,31.0,2.0,20.0,2.0,1.0
30.0,2.0,21.0,1.0,2360.0,138.0,0.0,40.0,2.0,1.0
31.0,1.0,21.0,1.0,4700.0,31.0,1.0,50.0,1.0,1.0
37.0,1.0,20.0,3.0,350.0,31.0,0.0,45.0,2.0,1.0
56.0,5.0,21.0,3.0,6200.0,53.0,0.0,40.0,1.0,1.0
25.0,3.0,16.0,5.0,6730.0,31.0,2.0,40.0,1.0,1.0
34.0,1.0,16.0,3.0,7260.0,19.0,2.0,40.0,1.0,1.0
89.0,1.0,18.0,2.0,5740.0,31.0,0.0,8.0,2.0,1.0
28.0,1.0,17.0,5.0,3603.0,31.0,0.0,40.0,2.0,1.0
54.0,1.0,19.0,1.0,4850.0,6.0,0.0,45.0,1.0,1.0
54.0,2.0,18.0,1.0,5100.0,31.0,1.0,40.0,2.0,1.0
51.0,3.0,21.0,1.0,3870.0,31.0,0.0,45.0,1.0,1.0
47.0,2.0,19.0,1.0,2014.0,31.0,1.0,50.0,2.0,1.0
45.0,2.0,20.0,1.0,1108.0,31.0,0.0,40.0,1.0,1.0
45.0,1.0,21.0,1.0,3255.0,31.0,1.0,45.0,2.0,1.0
64.0,1.0,16.0,1.0,9130.0,31.0,0.0,60.0,1.0,1.0
60.0,1.0,17.0,3.0,9130.0,31.0,0.0,70.0,1.0,1.0
38.0,1.0,20.0,5.0,5740.0,31.0,0.0,40.0,2.0,1.0
38.0,1.0,16.0,1.0,6740.0,31.0,0.0,50.0,1.0,8.0
37.0,6.0,1.0,1.0,3603.0,20.0,1.0,30.0,2.0,9.0
67.0,7.0,24.0,2.0,5240.0,31.0,0.0,63.0,2.0,1.0
61.0,1.0,19.0,1.0,9130.0,31.0,0.0,45.0,1.0,1.0
74.0,1.0,16.0,1.0,5260.0,31.0,1.0,10.0,2.0,1.0
31.0,7.0,21.0,1.0,5120.0,31.0,0.0,45.0,2.0,1.0
38.0,7.0,21.0,1.0,205.0,31.0,1.0,75.0,1.0,1.0
52.0,7.0,21.0,1.0,205.0,31.0,0.0,65.0,1.0,1.0
51.0,1.0,22.0,1.0,230.0,31.0,1.0,50.0,2.0,1.0
33.0,1.0,20.0,1.0,8760.0,31.0,0.0,42.0,1.0,1.0
37.0,1.0,16.0,1.0,4200.0,36.0,1.0,40.0,2.0,1.0
25.0,1.0,19.0,5.0,110.0,27.0,0.0,40.0,1.0,1.0
27.0,1.0,21.0,3.0,4030.0,27.0,12.0,28.0,2.0,1.0
42.0,3.0,22.0,1.0,2310.0,31.0,0.0,40.0,2.0,1.0
43.0,7.0,21.0,1.0,6050.0,31.0,1.0,84.0,1.0,1.0
48.0,2.0,17.0,1.0,2545.0,31.0,0.0,10.0,2.0,1.0
48.0,6.0,14.0,1.0,1560.0,53.0,1.0,60.0,1.0,1.0
64.0,1.0,22.0,1.0,3110.0,31.0,0.0,40.0,1.0,1.0
64.0,3.0,21.0,1.0,2435.0,31.0,1.0,15.0,2.0,1.0
61.0,1.0,19.0,1.0,5740.0,31.0,0.0,30.0,2.0,1.0
67.0,1.0,19.0,1.0,4251.0,31.0,1.0,35.0,1.0,1.0
47.0,1.0,21.0,1.0,1006.0,12.0,0.0,43.0,2.0,1.0
52.0,2.0,20.0,1.0,3640.0,13.0,1.0,40.0,2.0,1.0
64.0,1.0,16.0,2.0,4020.0,31.0,0.0,20.0,2.0,1.0
44.0,2.0,21.0,2.0,3210.0,29.0,0.0,32.0,2.0,1.0
56.0,1.0,21.0,3.0,4760.0,31.0,13.0,60.0,1.0,1.0
39.0,1.0,16.0,1.0,5110.0,247.0,0.0,35.0,2.0,6.0
39.0,1.0,18.0,1.0,5900.0,247.0,1.0,35.0,1.0,6.0
32.0,5.0,21.0,5.0,9030.0,6.0,0.0,40.0,1.0,1.0
34.0,1.0,22.0,1.0,3245.0,31.0,0.0,36.0,2.0,1.0
39.0,3.0,21.0,1.0,2310.0,31.0,1.0,40.0,1.0,1.0
34.0,1.0,16.0,5.0,5940.0,31.0,11.0,15.0,1.0,1.0
44.0,4.0,20.0,3.0,3700.0,8.0,0.0,50.0,2.0,1.0
47.0,6.0,21.0,4.0,6260.0,31.0,13.0,45.0,1.0,1.0
31.0,1.0,16.0,5.0,4020.0,31.0,0.0,30.0,1.0,1.0
48.0,6.0,19.0,1.0,9130.0,46.0,0.0,46.0,1.0,1.0
45.0,1.0,21.0,1.0,2310.0,31.0,1.0,45.0,2.0,1.0
19.0,1.0,18.0,5.0,4760.0,46.0,2.0,20.0,2.0,1.0
58.0,1.0,22.0,1.0,4461.0,35.0,0.0,6.0,1.0,1.0
37.0,1.0,1.0,5.0,7810.0,31.0,0.0,24.0,1.0,1.0
24.0,1.0,16.0,5.0,5350.0,51.0,13.0,30.0,2.0,1.0
43.0,1.0,16.0,1.0,9130.0,31.0,0.0,50.0,1.0,1.0
52.0,6.0,23.0,1.0,4510.0,31.0,1.0,40.0,2.0,1.0
24.0,1.0,20.0,5.0,6355.0,31.0,0.0,48.0,1.0,1.0
39.0,1.0,18.0,1.0,2545.0,27.0,0.0,28.0,2.0,1.0
40.0,1.0,23.0,1.0,800.0,19.0,1.0,70.0,1.0,1.0
60.0,1.0,16.0,1.0,7330.0,20.0,0.0,40.0,1.0,1.0
58.0,1.0,16.0,1.0,1065.0,31.0,1.0,40.0,2.0,1.0
34.0,1.0,19.0,1.0,8740.0,29.0,1.0,45.0,1.0,1.0
33.0,5.0,21.0,1.0,5550.0,31.0,0.0,24.0,2.0,1.0
33.0,4.0,21.0,1.0,565.0,31.0,1.0,40.0,1.0,1.0
41.0,1.0,16.0,1.0,7200.0,31.0,1.0,45.0,1.0,1.0
17.0,1.0,14.0,5.0,4435.0,31.0,2.0,20.0,1.0,1.0
41.0,3.0,18.0,3.0,4020.0,31.0,0.0,30.0,2.0,1.0
57.0,5.0,20.0,3.0,3603.0,47.0,0.0,99.0,1.0,2.0
59.0,1.0,18.0,1.0,9130.0,31.0,0.0,50.0,1.0,1.0
21.0,1.0,16.0,5.0,6050.0,31.0,0.0,70.0,1.0,1.0
57.0,1.0,16.0,1.0,140.0,312.0,0.0,91.0,1.0,8.0
51.0,1.0,9.0,1.0,8800.0,312.0,1.0,65.0,2.0,8.0
23.0,1.0,19.0,5.0,3603.0,31.0,2.0,40.0,2.0,1.0
21.0,1.0,20.0,5.0,6260.0,31.0,2.0,40.0,1.0,1.0
17.0,1.0,14.0,5.0,6050.0,31.0,2.0,60.0,1.0,1.0
54.0,6.0,16.0,5.0,205.0,31.0,0.0,65.0,1.0,1.0
30.0,1.0,19.0,1.0,910.0,31.0,0.0,40.0,2.0,1.0
27.0,1.0,19.0,1.0,6200.0,31.0,1.0,40.0,1.0,1.0
78.0,6.0,21.0,1.0,205.0,31.0,0.0,50.0,1.0,1.0
74.0,1.0,16.0,1.0,5240.0,31.0,1.0,37.0,2.0,1.0
40.0,7.0,16.0,5.0,6230.0,303.0,0.0,43.0,1.0,8.0
43.0,1.0,18.0,1.0,4220.0,31.0,0.0,40.0,2.0,1.0
39.0,1.0,15.0,1.0,9600.0,31.0,1.0,60.0,1.0,1.0
18.0,1.0,16.0,5.0,4220.0,31.0,2.0,30.0,2.0,1.0
65.0,1.0,21.0,1.0,1021.0,31.0,0.0,20.0,1.0,1.0
59.0,2.0,18.0,5.0,3603.0,31.0,0.0,40.0,2.0,1.0
29.0,7.0,20.0,5.0,205.0,31.0,0.0,70.0,1.0,1.0
59.0,6.0,16.0,1.0,205.0,8.0,0.0,16.0,1.0,1.0
53.0,6.0,21.0,1.0,205.0,31.0,1.0,99.0,2.0,1.0
22.0,6.0,19.0,5.0,205.0,31.0,2.0,90.0,1.0,1.0
43.0,1.0,20.0,1.0,9620.0,29.0,0.0,40.0,1.0,1.0
38.0,1.0,18.0,1.0,7800.0,31.0,1.0,40.0,2.0,1.0
17.0,1.0,14.0,5.0,9620.0,31.0,2.0,5.0,1.0,1.0
56.0,1.0,22.0,1.0,10.0,29.0,0.0,50.0,1.0,1.0
45.0,7.0,16.0,1.0,4700.0,48.0,0.0,55.0,1.0,1.0
46.0,1.0,18.0,1.0,110.0,8.0,1.0,42.0,2.0,1.0
51.0,1.0,16.0,3.0,5340.0,6.0,0.0,40.0,2.0,1.0
20.0,1.0,18.0,5.0,4700.0,31.0,2.0,40.0,1.0,1.0
44.0,4.0,21.0,1.0,4020.0,31.0,0.0,35.0,2.0,1.0
42.0,2.0,22.0,1.0,420.0,46.0,1.0,40.0,1.0,3.0
30.0,1.0,18.0,1.0,5710.0,31.0,0.0,40.0,2.0,1.0
31.0,1.0,18.0,1.0,7020.0,1.0,1.0,30.0,1.0,1.0
27.0,1.0,20.0,1.0,440.0,31.0,0.0,45.0,1.0,1.0
28.0,1.0,20.0,1.0,5740.0,31.0,1.0,40.0,2.0,1.0
71.0,1.0,21.0,1.0,5400.0,29.0,0.0,40.0,2.0,1.0
40.0,6.0,21.0,5.0,1021.0,31.0,2.0,50.0,1.0,1.0
79.0,3.0,21.0,2.0,4230.0,46.0,0.0,10.0,2.0,1.0
28.0,1.0,19.0,5.0,9130.0,31.0,0.0,40.0,1.0,2.0
25.0,4.0,16.0,5.0,4020.0,31.0,13.0,28.0,2.0,2.0
24.0,1.0,21.0,5.0,4000.0,207.0,0.0,20.0,1.0,6.0
25.0,1.0,21.0,5.0,850.0,207.0,12.0,45.0,1.0,6.0
25.0,3.0,19.0,5.0,3820.0,207.0,12.0,40.0,2.0,6.0
25.0,4.0,21.0,5.0,3550.0,26.0,0.0,35.0,1.0,1.0
58.0,1.0,16.0,5.0,4030.0,31.0,0.0,27.0,2.0,1.0
27.0,2.0,20.0,5.0,3300.0,31.0,0.0,40.0,2.0,1.0
66.0,1.0,19.0,1.0,5740.0,140.0,1.0,40.0,2.0,1.0
23.0,1.0,20.0,5.0,6050.0,31.0,0.0,50.0,1.0,1.0
43.0,1.0,16.0,1.0,9620.0,39.0,0.0,73.0,1.0,1.0
31.0,1.0,14.0,1.0,4720.0,19.0,1.0,49.0,2.0,1.0
23.0,1.0,18.0,1.0,6410.0,31.0,0.0,40.0,1.0,9.0
23.0,1.0,21.0,1.0,5240.0,31.0,1.0,40.0,2.0,1.0
50.0,1.0,15.0,3.0,4220.0,31.0,0.0,40.0,1.0,1.0
26.0,7.0,20.0,5.0,205.0,31.0,0.0,55.0,1.0,1.0
35.0,5.0,24.0,5.0,1860.0,36.0,0.0,40.0,2.0,1.0
58.0,1.0,15.0,1.0,4760.0,25.0,0.0,40.0,2.0,1.0
55.0,6.0,15.0,1.0,4760.0,25.0,1.0,40.0,1.0,1.0
29.0,1.0,20.0,5.0,7210.0,31.0,0.0,45.0,1.0,1.0
37.0,2.0,16.0,1.0,420.0,20.0,0.0,30.0,2.0,1.0
42.0,1.0,16.0,1.0,7700.0,31.0,1.0,40.0,1.0,1.0
18.0,1.0,14.0,5.0,9620.0,31.0,2.0,20.0,1.0,1.0
27.0,1.0,21.0,5.0,220.0,31.0,0.0,55.0,1.0,1.0
63.0,1.0,16.0,1.0,350.0,34.0,1.0,32.0,2.0,1.0
43.0,6.0,16.0,5.0,440.0,31.0,0.0,65.0,1.0,1.0
22.0,1.0,18.0,5.0,6050.0,31.0,0.0,40.0,1.0,1.0
21.0,3.0,16.0,5.0,4020.0,31.0,0.0,40.0,1.0,3.0
72.0,2.0,16.0,1.0,4220.0,31.0,0.0,8.0,1.0,1.0
57.0,1.0,20.0,3.0,2016.0,31.0,0.0,40.0,2.0,1.0
46.0,1.0,21.0,1.0,700.0,6.0,0.0,50.0,1.0,1.0
45.0,7.0,18.0,1.0,3630.0,31.0,1.0,30.0,2.0,1.0
67.0,2.0,16.0,3.0,5860.0,31.0,6.0,20.0,2.0,1.0
62.0,6.0,21.0,3.0,4920.0,38.0,0.0,40.0,1.0,1.0
38.0,1.0,20.0,1.0,3640.0,46.0,0.0,38.0,2.0,1.0
40.0,5.0,22.0,1.0,9800.0,19.0,1.0,45.0,1.0,1.0
52.0,2.0,16.0,1.0,2040.0,138.0,1.0,50.0,1.0,1.0
50.0,1.0,16.0,1.0,6260.0,31.0,0.0,50.0,1.0,1.0
46.0,3.0,16.0,1.0,5220.0,31.0,1.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4220.0,31.0,2.0,5.0,1.0,1.0
38.0,2.0,22.0,1.0,2004.0,17.0,0.0,40.0,2.0,1.0
36.0,1.0,19.0,1.0,4760.0,31.0,1.0,40.0,1.0,1.0
50.0,1.0,16.0,1.0,6260.0,19.0,0.0,45.0,1.0,1.0
48.0,3.0,21.0,1.0,3255.0,31.0,1.0,40.0,2.0,1.0
17.0,1.0,14.0,5.0,5230.0,31.0,2.0,24.0,2.0,1.0
43.0,6.0,21.0,1.0,205.0,31.0,1.0,60.0,1.0,1.0
20.0,1.0,16.0,5.0,4710.0,46.0,2.0,40.0,1.0,1.0
41.0,1.0,18.0,1.0,9130.0,31.0,0.0,65.0,1.0,1.0
48.0,1.0,20.0,1.0,800.0,31.0,1.0,36.0,2.0,1.0
41.0,1.0,21.0,1.0,1106.0,31.0,0.0,50.0,2.0,1.0
42.0,1.0,20.0,1.0,440.0,27.0,1.0,45.0,1.0,1.0
61.0,3.0,18.0,2.0,5740.0,31.0,0.0,35.0,2.0,1.0
31.0,1.0,19.0,5.0,1545.0,6.0,0.0,45.0,1.0,1.0
28.0,1.0,16.0,5.0,4760.0,31.0,13.0,26.0,2.0,1.0
52.0,1.0,23.0,1.0,2310.0,31.0,0.0,40.0,1.0,1.0
37.0,3.0,22.0,1.0,2435.0,31.0,1.0,40.0,2.0,1.0
52.0,1.0,19.0,1.0,5240.0,31.0,0.0,40.0,2.0,1.0
55.0,1.0,16.0,1.0,4850.0,31.0,1.0,45.0,1.0,1.0
74.0,1.0,21.0,1.0,6050.0,31.0,0.0,55.0,1.0,1.0
43.0,4.0,21.0,1.0,1970.0,427.0,0.0,40.0,2.0,2.0
44.0,1.0,21.0,1.0,600.0,6.0,1.0,40.0,1.0,1.0
18.0,1.0,13.0,5.0,4720.0,427.0,2.0,8.0,1.0,2.0
38.0,2.0,21.0,1.0,800.0,31.0,0.0,45.0,2.0,1.0
38.0,1.0,20.0,1.0,7410.0,31.0,1.0,45.0,1.0,1.0
30.0,1.0,20.0,1.0,2300.0,29.0,0.0,40.0,2.0,1.0
28.0,1.0,16.0,1.0,9645.0,36.0,1.0,40.0,1.0,1.0
32.0,1.0,19.0,5.0,9720.0,36.0,10.0,40.0,1.0,1.0
56.0,1.0,22.0,1.0,9130.0,31.0,0.0,45.0,1.0,1.0
56.0,3.0,16.0,1.0,565.0,48.0,1.0,37.0,2.0,1.0
74.0,1.0,11.0,1.0,440.0,46.0,0.0,50.0,1.0,1.0
44.0,1.0,21.0,3.0,1021.0,17.0,0.0,40.0,1.0,1.0
67.0,1.0,14.0,3.0,9645.0,26.0,0.0,45.0,2.0,1.0
26.0,6.0,18.0,1.0,9130.0,31.0,0.0,40.0,1.0,1.0
26.0,4.0,22.0,5.0,2205.0,18.0,0.0,20.0,2.0,1.0
25.0,1.0,21.0,5.0,5810.0,18.0,13.0,45.0,1.0,1.0
23.0,1.0,19.0,5.0,160.0,6.0,0.0,45.0,1.0,1.0
36.0,2.0,22.0,1.0,2310.0,31.0,0.0,50.0,2.0,1.0
49.0,2.0,21.0,1.0,2310.0,34.0,1.0,45.0,1.0,1.0
18.0,3.0,16.0,5.0,3960.0,31.0,4.0,30.0,1.0,1.0
18.0,3.0,16.0,5.0,3960.0,31.0,4.0,30.0,1.0,1.0
24.0,1.0,14.0,5.0,310.0,56.0,0.0,55.0,2.0,1.0
24.0,1.0,14.0,5.0,4020.0,10.0,13.0,35.0,1.0,1.0
23.0,1.0,16.0,5.0,9130.0,31.0,0.0,40.0,2.0,1.0
52.0,1.0,16.0,3.0,5240.0,19.0,0.0,40.0,2.0,1.0
53.0,1.0,16.0,5.0,5610.0,19.0,13.0,48.0,1.0,1.0
63.0,6.0,19.0,2.0,6355.0,31.0,0.0,50.0,1.0,1.0
62.0,1.0,20.0,1.0,3930.0,31.0,0.0,40.0,1.0,1.0
59.0,1.0,17.0,1.0,9645.0,46.0,1.0,32.0,2.0,1.0
47.0,1.0,21.0,1.0,4700.0,31.0,0.0,50.0,1.0,1.0
38.0,3.0,20.0,1.0,2545.0,4.0,1.0,47.0,2.0,1.0
27.0,1.0,22.0,5.0,2805.0,9.0,0.0,45.0,1.0,1.0
31.0,1.0,16.0,3.0,7810.0,56.0,11.0,40.0,2.0,1.0
26.0,1.0,18.0,1.0,3603.0,31.0,1.0,24.0,1.0,1.0
38.0,1.0,20.0,5.0,5120.0,26.0,0.0,40.0,2.0,1.0
18.0,1.0,14.0,5.0,4120.0,31.0,2.0,10.0,1.0,9.0
17.0,1.0,14.0,5.0,4140.0,31.0,14.0,20.0,1.0,3.0
59.0,4.0,19.0,3.0,1920.0,17.0,0.0,32.0,2.0,1.0
56.0,2.0,22.0,1.0,705.0,6.0,0.0,60.0,2.0,1.0
59.0,1.0,21.0,1.0,1050.0,39.0,1.0,40.0,1.0,1.0
37.0,1.0,19.0,5.0,2435.0,31.0,0.0,28.0,2.0,1.0
67.0,6.0,21.0,1.0,4920.0,31.0,0.0,40.0,1.0,1.0
25.0,2.0,21.0,5.0,630.0,6.0,0.0,40.0,1.0,9.0
64.0,1.0,19.0,1.0,150.0,31.0,0.0,50.0,1.0,1.0
63.0,2.0,22.0,1.0,2320.0,31.0,1.0,50.0,2.0,1.0
62.0,1.0,16.0,5.0,9620.0,31.0,0.0,70.0,1.0,1.0
59.0,7.0,16.0,1.0,6050.0,31.0,0.0,55.0,1.0,1.0
55.0,1.0,16.0,1.0,3640.0,46.0,1.0,32.0,2.0,1.0
22.0,1.0,19.0,5.0,3655.0,31.0,0.0,25.0,2.0,1.0
21.0,1.0,19.0,5.0,1360.0,20.0,12.0,22.0,2.0,1.0
40.0,2.0,21.0,3.0,1050.0,31.0,0.0,40.0,1.0,1.0
62.0,3.0,21.0,5.0,810.0,31.0,0.0,40.0,1.0,1.0
