AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
31.0,1.0,14.0,1.0,3603.0,8.0,1.0,40.0,1.0,3.0
60.0,7.0,20.0,3.0,9130.0,23.0,13.0,40.0,1.0,1.0
80.0,1.0,22.0,3.0,4800.0,55.0,0.0,16.0,2.0,1.0
47.0,1.0,16.0,5.0,8990.0,8.0,0.0,40.0,2.0,1.0
43.0,1.0,13.0,5.0,8990.0,18.0,13.0,40.0,1.0,1.0
50.0,1.0,21.0,1.0,160.0,8.0,0.0,50.0,1.0,1.0
52.0,1.0,19.0,1.0,520.0,4.0,1.0,25.0,2.0,1.0
27.0,1.0,23.0,5.0,2105.0,32.0,0.0,45.0,1.0,1.0
31.0,1.0,21.0,5.0,51.0,11.0,13.0,50.0,2.0,1.0
59.0,3.0,21.0,3.0,9130.0,8.0,0.0,35.0,1.0,1.0
51.0,1.0,19.0,3.0,705.0,31.0,13.0,35.0,2.0,1.0
59.0,1.0,20.0,5.0,4950.0,8.0,0.0,30.0,1.0,1.0
62.0,7.0,19.0,1.0,810.0,37.0,0.0,60.0,1.0,1.0
53.0,1.0,21.0,1.0,630.0,31.0,1.0,40.0,2.0,1.0
66.0,6.0,18.0,1.0,8450.0,8.0,0.0,25.0,1.0,1.0
64.0,1.0,16.0,1.0,800.0,8.0,1.0,45.0,2.0,1.0
58.0,7.0,21.0,1.0,9130.0,53.0,0.0,30.0,1.0,1.0
54.0,1.0,16.0,1.0,10.0,8.0,1.0,40.0,2.0,1.0
36.0,1.0,16.0,3.0,7200.0,8.0,0.0,40.0,1.0,1.0
62.0,3.0,16.0,3.0,5140.0,8.0,13.0,40.0,2.0,1.0
31.0,6.0,21.0,1.0,4920.0,39.0,0.0,25.0,2.0,1.0
31.0,7.0,21.0,1.0,7740.0,8.0,1.0,20.0,1.0,1.0
40.0,1.0,21.0,1.0,3255.0,8.0,0.0,40.0,2.0,1.0
40.0,1.0,16.0,1.0,7840.0,8.0,1.0,40.0,1.0,1.0
20.0,7.0,18.0,5.0,4510.0,8.0,2.0,40.0,2.0,1.0
29.0,1.0,21.0,1.0,5240.0,8.0,0.0,50.0,2.0,1.0
36.0,1.0,18.0,1.0,310.0,6.0,1.0,50.0,1.0,8.0
31.0,6.0,19.0,3.0,205.0,8.0,0.0,90.0,2.0,1.0
55.0,1.0,18.0,1.0,8760.0,8.0,1.0,36.0,2.0,1.0
38.0,1.0,20.0,1.0,350.0,8.0,0.0,40.0,2.0,1.0
36.0,4.0,21.0,1.0,3870.0,8.0,1.0,40.0,1.0,1.0
55.0,1.0,22.0,1.0,1021.0,6.0,0.0,45.0,1.0,1.0
24.0,4.0,21.0,5.0,2310.0,8.0,0.0,40.0,2.0,1.0
24.0,1.0,16.0,5.0,4700.0,8.0,12.0,37.0,2.0,1.0
23.0,1.0,19.0,5.0,3602.0,8.0,12.0,40.0,2.0,1.0
23.0,1.0,16.0,5.0,4540.0,9.0,12.0,20.0,1.0,1.0
22.0,1.0,16.0,5.0,4230.0,8.0,12.0,24.0,2.0,1.0
50.0,4.0,20.0,1.0,7340.0,8.0,0.0,40.0,1.0,1.0
49.0,3.0,20.0,1.0,2545.0,303.0,1.0,16.0,2.0,1.0
29.0,2.0,21.0,1.0,2040.0,8.0,0.0,40.0,1.0,1.0
30.0,2.0,21.0,1.0,2040.0,17.0,1.0,4.0,2.0,1.0
30.0,3.0,17.0,3.0,4220.0,8.0,0.0,40.0,1.0,1.0
23.0,3.0,20.0,3.0,2545.0,8.0,13.0,36.0,2.0,1.0
65.0,4.0,20.0,3.0,630.0,39.0,0.0,40.0,2.0,1.0
29.0,1.0,20.0,5.0,9130.0,8.0,2.0,60.0,1.0,1.0
30.0,3.0,22.0,1.0,2310.0,17.0,0.0,16.0,2.0,1.0
31.0,1.0,21.0,1.0,705.0,8.0,1.0,50.0,1.0,1.0
36.0,1.0,16.0,1.0,4110.0,6.0,1.0,25.0,2.0,1.0
62.0,1.0,21.0,1.0,440.0,27.0,0.0,50.0,2.0,1.0
73.0,1.0,20.0,1.0,4760.0,27.0,1.0,32.0,1.0,1.0
23.0,1.0,21.0,5.0,5410.0,8.0,2.0,25.0,1.0,1.0
30.0,1.0,21.0,5.0,5000.0,26.0,0.0,42.0,1.0,1.0
31.0,4.0,21.0,5.0,1970.0,8.0,0.0,45.0,1.0,1.0
30.0,4.0,21.0,5.0,630.0,6.0,13.0,40.0,2.0,1.0
22.0,3.0,19.0,5.0,3740.0,51.0,0.0,50.0,2.0,2.0
23.0,1.0,16.0,5.0,3603.0,25.0,12.0,36.0,2.0,2.0
22.0,1.0,16.0,5.0,3603.0,45.0,12.0,36.0,2.0,2.0
22.0,1.0,19.0,5.0,5120.0,6.0,12.0,40.0,2.0,2.0
55.0,7.0,15.0,1.0,8950.0,8.0,0.0,43.0,1.0,1.0
53.0,7.0,15.0,1.0,8950.0,6.0,1.0,43.0,2.0,1.0
28.0,1.0,21.0,5.0,4760.0,8.0,2.0,25.0,1.0,1.0
59.0,7.0,21.0,1.0,4700.0,8.0,0.0,40.0,2.0,1.0
60.0,7.0,19.0,1.0,4700.0,8.0,1.0,40.0,1.0,1.0
30.0,1.0,21.0,1.0,310.0,8.0,0.0,50.0,2.0,1.0
37.0,1.0,19.0,1.0,2905.0,301.0,1.0,50.0,1.0,1.0
30.0,1.0,21.0,5.0,52.0,56.0,0.0,45.0,2.0,1.0
37.0,2.0,21.0,1.0,4965.0,26.0,0.0,40.0,1.0,1.0
45.0,1.0,19.0,1.0,8990.0,303.0,0.0,40.0,1.0,1.0
48.0,2.0,23.0,1.0,5110.0,303.0,1.0,40.0,2.0,1.0
23.0,1.0,19.0,5.0,9620.0,6.0,2.0,40.0,1.0,1.0
22.0,1.0,21.0,5.0,7010.0,6.0,2.0,20.0,1.0,1.0
20.0,1.0,17.0,5.0,7150.0,6.0,2.0,40.0,1.0,1.0
44.0,1.0,21.0,3.0,2400.0,8.0,0.0,55.0,1.0,1.0
39.0,1.0,19.0,3.0,520.0,8.0,12.0,45.0,2.0,1.0
46.0,1.0,21.0,1.0,1105.0,11.0,1.0,50.0,2.0,1.0
28.0,1.0,21.0,5.0,1006.0,8.0,0.0,40.0,1.0,1.0
39.0,5.0,24.0,1.0,2360.0,6.0,0.0,50.0,1.0,1.0
40.0,2.0,23.0,1.0,5860.0,301.0,1.0,40.0,2.0,1.0
69.0,1.0,16.0,1.0,8030.0,15.0,0.0,50.0,1.0,1.0
52.0,1.0,16.0,1.0,5740.0,449.0,0.0,40.0,2.0,1.0
74.0,1.0,16.0,1.0,9150.0,8.0,1.0,50.0,1.0,1.0
68.0,7.0,19.0,3.0,205.0,48.0,0.0,60.0,1.0,1.0
59.0,6.0,16.0,2.0,205.0,8.0,13.0,15.0,2.0,1.0
60.0,7.0,21.0,1.0,310.0,29.0,0.0,40.0,2.0,1.0
58.0,7.0,16.0,1.0,4000.0,19.0,1.0,40.0,1.0,1.0
37.0,1.0,19.0,5.0,1021.0,29.0,0.0,50.0,1.0,9.0
28.0,1.0,21.0,5.0,1760.0,23.0,13.0,40.0,2.0,1.0
25.0,1.0,19.0,1.0,3640.0,8.0,0.0,36.0,2.0,1.0
28.0,1.0,17.0,1.0,6355.0,8.0,1.0,40.0,1.0,1.0
49.0,1.0,21.0,1.0,20.0,24.0,0.0,60.0,1.0,1.0
50.0,4.0,22.0,1.0,2310.0,8.0,1.0,50.0,2.0,1.0
27.0,1.0,18.0,5.0,9265.0,8.0,0.0,40.0,1.0,1.0
24.0,1.0,20.0,5.0,630.0,8.0,13.0,45.0,2.0,1.0
59.0,1.0,22.0,1.0,1021.0,20.0,0.0,40.0,1.0,1.0
54.0,3.0,21.0,1.0,2310.0,34.0,0.0,53.0,2.0,1.0
53.0,1.0,21.0,1.0,910.0,34.0,1.0,45.0,1.0,1.0
26.0,3.0,22.0,1.0,2310.0,8.0,2.0,40.0,2.0,1.0
24.0,3.0,21.0,5.0,2310.0,8.0,2.0,50.0,2.0,1.0
27.0,1.0,21.0,1.0,735.0,31.0,9.0,40.0,1.0,1.0
34.0,1.0,16.0,5.0,4530.0,8.0,0.0,40.0,2.0,1.0
33.0,1.0,16.0,5.0,4700.0,8.0,13.0,40.0,1.0,1.0
20.0,1.0,16.0,1.0,6260.0,303.0,0.0,40.0,1.0,1.0
22.0,1.0,16.0,1.0,9620.0,8.0,1.0,30.0,2.0,9.0
27.0,1.0,21.0,5.0,2025.0,110.0,0.0,45.0,1.0,1.0
38.0,2.0,16.0,4.0,7750.0,303.0,0.0,50.0,2.0,1.0
21.0,1.0,16.0,5.0,7750.0,8.0,2.0,40.0,1.0,1.0
18.0,1.0,16.0,5.0,9620.0,8.0,2.0,40.0,1.0,1.0
51.0,1.0,21.0,1.0,710.0,29.0,0.0,50.0,1.0,1.0
17.0,2.0,14.0,5.0,2722.0,8.0,2.0,35.0,2.0,1.0
37.0,7.0,16.0,3.0,4700.0,55.0,0.0,40.0,2.0,1.0
59.0,1.0,21.0,1.0,51.0,8.0,0.0,40.0,1.0,1.0
29.0,1.0,21.0,5.0,4850.0,48.0,0.0,40.0,1.0,1.0
55.0,7.0,16.0,1.0,10.0,8.0,0.0,40.0,2.0,1.0
46.0,3.0,22.0,5.0,1420.0,47.0,0.0,40.0,2.0,1.0
33.0,1.0,16.0,5.0,4850.0,8.0,0.0,40.0,1.0,1.0
31.0,1.0,16.0,3.0,4600.0,48.0,13.0,8.0,2.0,1.0
36.0,4.0,20.0,1.0,350.0,6.0,0.0,40.0,2.0,1.0
36.0,2.0,16.0,1.0,136.0,8.0,1.0,40.0,1.0,1.0
18.0,1.0,14.0,5.0,4010.0,8.0,2.0,8.0,2.0,1.0
20.0,1.0,19.0,5.0,4110.0,207.0,0.0,20.0,2.0,6.0
50.0,1.0,14.0,1.0,5120.0,6.0,0.0,40.0,2.0,1.0
60.0,1.0,16.0,1.0,4840.0,17.0,1.0,60.0,1.0,8.0
46.0,3.0,21.0,1.0,3401.0,26.0,0.0,64.0,1.0,1.0
48.0,1.0,19.0,1.0,3640.0,8.0,1.0,30.0,2.0,1.0
32.0,1.0,16.0,1.0,5940.0,138.0,0.0,6.0,2.0,1.0
35.0,1.0,19.0,1.0,705.0,8.0,1.0,40.0,1.0,1.0
35.0,7.0,21.0,5.0,4920.0,29.0,0.0,42.0,2.0,1.0
46.0,7.0,21.0,5.0,7260.0,36.0,13.0,40.0,1.0,1.0
62.0,1.0,18.0,4.0,4810.0,6.0,0.0,46.0,2.0,1.0
53.0,7.0,20.0,3.0,340.0,8.0,0.0,15.0,1.0,1.0
36.0,1.0,20.0,5.0,3645.0,1.0,2.0,40.0,2.0,1.0
52.0,7.0,21.0,1.0,4920.0,48.0,9.0,60.0,1.0,1.0
60.0,7.0,21.0,1.0,110.0,51.0,1.0,50.0,1.0,1.0
23.0,1.0,21.0,5.0,3646.0,8.0,2.0,40.0,2.0,1.0
66.0,1.0,21.0,3.0,2545.0,26.0,0.0,26.0,2.0,1.0
64.0,1.0,19.0,1.0,5240.0,34.0,0.0,55.0,2.0,1.0
65.0,6.0,16.0,1.0,4700.0,8.0,1.0,45.0,1.0,8.0
63.0,3.0,22.0,3.0,630.0,37.0,0.0,40.0,2.0,1.0
56.0,1.0,24.0,1.0,1021.0,210.0,0.0,50.0,1.0,6.0
51.0,3.0,22.0,1.0,2310.0,210.0,1.0,50.0,2.0,6.0
52.0,3.0,22.0,3.0,5740.0,8.0,0.0,40.0,2.0,1.0
24.0,1.0,18.0,5.0,6230.0,8.0,2.0,50.0,1.0,1.0
24.0,1.0,21.0,5.0,3245.0,40.0,15.0,20.0,2.0,1.0
58.0,3.0,18.0,1.0,8740.0,34.0,0.0,40.0,1.0,1.0
48.0,1.0,20.0,1.0,4110.0,6.0,0.0,39.0,2.0,1.0
53.0,7.0,22.0,3.0,1006.0,8.0,0.0,40.0,1.0,1.0
66.0,1.0,22.0,5.0,4760.0,34.0,0.0,16.0,2.0,1.0
34.0,7.0,20.0,1.0,4850.0,30.0,0.0,20.0,2.0,1.0
35.0,1.0,20.0,1.0,7640.0,30.0,1.0,50.0,1.0,1.0
71.0,1.0,21.0,1.0,4760.0,17.0,0.0,40.0,1.0,1.0
70.0,1.0,20.0,1.0,800.0,17.0,1.0,16.0,2.0,1.0
40.0,3.0,22.0,5.0,2722.0,8.0,2.0,42.0,2.0,1.0
58.0,7.0,19.0,1.0,4840.0,39.0,0.0,45.0,1.0,1.0
56.0,2.0,20.0,5.0,3655.0,20.0,0.0,40.0,2.0,1.0
33.0,1.0,19.0,1.0,3603.0,8.0,0.0,32.0,2.0,1.0
35.0,1.0,13.0,1.0,7750.0,8.0,1.0,25.0,1.0,1.0
47.0,1.0,21.0,3.0,20.0,8.0,0.0,50.0,2.0,1.0
18.0,1.0,14.0,5.0,5240.0,8.0,2.0,15.0,2.0,1.0
35.0,1.0,17.0,5.0,20.0,449.0,0.0,55.0,1.0,1.0
25.0,1.0,16.0,5.0,4110.0,8.0,0.0,30.0,1.0,1.0
25.0,1.0,19.0,5.0,4110.0,8.0,13.0,30.0,2.0,1.0
45.0,1.0,16.0,1.0,5120.0,26.0,0.0,42.0,2.0,1.0
46.0,1.0,20.0,1.0,7220.0,8.0,1.0,42.0,1.0,1.0
48.0,6.0,19.0,1.0,6230.0,34.0,0.0,40.0,1.0,1.0
40.0,1.0,21.0,1.0,2320.0,8.0,1.0,45.0,2.0,1.0
27.0,1.0,21.0,5.0,6260.0,8.0,2.0,40.0,1.0,1.0
32.0,1.0,22.0,3.0,3255.0,41.0,0.0,40.0,2.0,1.0
30.0,1.0,21.0,1.0,440.0,17.0,0.0,40.0,2.0,1.0
31.0,1.0,21.0,1.0,120.0,17.0,1.0,45.0,1.0,1.0
20.0,2.0,19.0,5.0,2205.0,8.0,0.0,20.0,1.0,1.0
54.0,1.0,21.0,5.0,1108.0,8.0,0.0,40.0,2.0,1.0
52.0,4.0,16.0,1.0,5120.0,8.0,0.0,40.0,2.0,1.0
40.0,1.0,16.0,1.0,8990.0,303.0,1.0,40.0,1.0,1.0
30.0,1.0,21.0,3.0,4965.0,8.0,0.0,48.0,2.0,1.0
61.0,2.0,24.0,1.0,2205.0,42.0,0.0,75.0,1.0,1.0
56.0,4.0,21.0,1.0,4700.0,55.0,1.0,50.0,2.0,1.0
38.0,1.0,16.0,5.0,5330.0,8.0,0.0,40.0,2.0,1.0
56.0,1.0,22.0,1.0,710.0,9.0,0.0,30.0,1.0,1.0
52.0,6.0,23.0,1.0,2350.0,20.0,1.0,16.0,2.0,1.0
25.0,3.0,21.0,5.0,440.0,36.0,0.0,50.0,2.0,1.0
25.0,1.0,21.0,1.0,3255.0,36.0,12.0,40.0,1.0,1.0
30.0,5.0,20.0,3.0,3323.0,6.0,0.0,40.0,2.0,1.0
52.0,1.0,22.0,1.0,9030.0,1.0,0.0,40.0,1.0,1.0
51.0,3.0,21.0,1.0,2310.0,47.0,1.0,50.0,2.0,1.0
49.0,1.0,18.0,1.0,5160.0,166.0,0.0,40.0,2.0,1.0
82.0,2.0,21.0,2.0,3050.0,17.0,0.0,50.0,2.0,1.0
55.0,5.0,20.0,5.0,3515.0,17.0,2.0,40.0,1.0,1.0
50.0,1.0,18.0,1.0,4760.0,8.0,0.0,39.0,2.0,1.0
49.0,6.0,19.0,1.0,4655.0,215.0,1.0,47.0,1.0,1.0
50.0,6.0,19.0,3.0,4350.0,8.0,0.0,25.0,2.0,9.0
59.0,1.0,20.0,3.0,4760.0,36.0,0.0,20.0,2.0,1.0
20.0,1.0,16.0,5.0,3930.0,8.0,2.0,40.0,1.0,1.0
45.0,6.0,21.0,3.0,1050.0,55.0,0.0,40.0,1.0,1.0
64.0,6.0,22.0,5.0,710.0,42.0,0.0,10.0,2.0,1.0
32.0,1.0,21.0,5.0,705.0,6.0,11.0,40.0,2.0,1.0
44.0,1.0,23.0,1.0,3110.0,301.0,0.0,44.0,2.0,1.0
44.0,1.0,19.0,1.0,310.0,55.0,1.0,60.0,1.0,1.0
26.0,1.0,21.0,5.0,150.0,36.0,0.0,45.0,1.0,1.0
46.0,2.0,22.0,1.0,2310.0,40.0,0.0,50.0,1.0,1.0
44.0,2.0,21.0,1.0,2310.0,20.0,1.0,40.0,2.0,1.0
18.0,2.0,15.0,5.0,4030.0,5.0,2.0,2.0,1.0,1.0
50.0,1.0,21.0,3.0,3255.0,23.0,0.0,37.0,2.0,1.0
22.0,1.0,16.0,5.0,4030.0,47.0,2.0,25.0,1.0,1.0
55.0,1.0,18.0,3.0,3602.0,6.0,12.0,30.0,2.0,1.0
54.0,1.0,21.0,3.0,4710.0,8.0,0.0,60.0,1.0,2.0
30.0,1.0,19.0,5.0,6200.0,8.0,15.0,52.0,1.0,2.0
47.0,1.0,21.0,3.0,3255.0,301.0,0.0,40.0,2.0,1.0
26.0,1.0,21.0,5.0,110.0,17.0,0.0,40.0,2.0,1.0
27.0,1.0,21.0,5.0,4965.0,21.0,13.0,40.0,1.0,1.0
33.0,7.0,21.0,1.0,4621.0,36.0,0.0,20.0,2.0,1.0
33.0,1.0,20.0,1.0,4710.0,303.0,1.0,55.0,1.0,1.0
25.0,2.0,21.0,1.0,2025.0,8.0,0.0,50.0,2.0,1.0
26.0,1.0,21.0,1.0,4700.0,8.0,1.0,35.0,1.0,1.0
45.0,7.0,18.0,1.0,440.0,34.0,0.0,50.0,1.0,1.0
50.0,6.0,21.0,1.0,8750.0,9.0,1.0,40.0,2.0,1.0
35.0,1.0,23.0,1.0,1108.0,210.0,1.0,40.0,1.0,6.0
49.0,4.0,22.0,3.0,2320.0,8.0,0.0,40.0,1.0,1.0
66.0,6.0,15.0,1.0,6515.0,8.0,0.0,15.0,1.0,1.0
59.0,6.0,16.0,1.0,4510.0,6.0,1.0,20.0,2.0,1.0
36.0,1.0,16.0,1.0,6200.0,12.0,0.0,40.0,1.0,1.0
35.0,5.0,21.0,1.0,3255.0,8.0,1.0,32.0,2.0,1.0
68.0,1.0,22.0,1.0,4920.0,8.0,8.0,40.0,1.0,1.0
66.0,1.0,22.0,5.0,5720.0,8.0,0.0,20.0,2.0,1.0
31.0,1.0,18.0,1.0,310.0,8.0,0.0,40.0,2.0,9.0
31.0,1.0,21.0,1.0,5410.0,48.0,0.0,40.0,1.0,1.0
28.0,2.0,20.0,1.0,3322.0,20.0,1.0,36.0,2.0,1.0
48.0,1.0,21.0,1.0,4850.0,34.0,0.0,40.0,1.0,1.0
41.0,1.0,22.0,1.0,3230.0,20.0,1.0,36.0,2.0,1.0
42.0,1.0,22.0,1.0,1240.0,42.0,0.0,40.0,1.0,1.0
42.0,1.0,21.0,1.0,650.0,42.0,1.0,40.0,2.0,1.0
46.0,4.0,17.0,1.0,4020.0,8.0,0.0,40.0,2.0,1.0
44.0,3.0,16.0,1.0,9005.0,8.0,1.0,40.0,1.0,1.0
27.0,1.0,16.0,5.0,9645.0,8.0,2.0,40.0,2.0,1.0
25.0,3.0,12.0,5.0,4220.0,8.0,2.0,27.0,2.0,1.0
53.0,1.0,16.0,1.0,220.0,8.0,0.0,60.0,1.0,1.0
55.0,6.0,19.0,1.0,4920.0,46.0,1.0,50.0,2.0,1.0
58.0,4.0,16.0,3.0,8740.0,8.0,0.0,40.0,1.0,1.0
36.0,1.0,22.0,1.0,300.0,8.0,0.0,48.0,1.0,1.0
35.0,1.0,21.0,1.0,800.0,8.0,1.0,25.0,2.0,1.0
60.0,1.0,21.0,3.0,220.0,18.0,0.0,40.0,1.0,1.0
53.0,3.0,16.0,3.0,440.0,8.0,0.0,40.0,1.0,1.0
36.0,7.0,23.0,3.0,3000.0,2.0,0.0,40.0,1.0,1.0
40.0,1.0,19.0,5.0,5940.0,27.0,13.0,40.0,2.0,1.0
44.0,1.0,22.0,1.0,140.0,19.0,0.0,55.0,2.0,1.0
44.0,6.0,18.0,1.0,440.0,31.0,1.0,10.0,1.0,1.0
17.0,3.0,14.0,5.0,3960.0,8.0,2.0,12.0,2.0,1.0
31.0,1.0,21.0,1.0,1108.0,48.0,0.0,45.0,1.0,1.0
32.0,1.0,22.0,1.0,2001.0,48.0,1.0,45.0,2.0,1.0
45.0,3.0,19.0,1.0,3870.0,8.0,0.0,40.0,1.0,1.0
44.0,4.0,20.0,1.0,5810.0,20.0,1.0,40.0,2.0,1.0
64.0,1.0,22.0,1.0,1530.0,48.0,1.0,60.0,1.0,1.0
48.0,1.0,19.0,3.0,4000.0,370.0,0.0,35.0,1.0,8.0
48.0,1.0,21.0,1.0,850.0,11.0,0.0,42.0,1.0,1.0
42.0,6.0,19.0,1.0,8350.0,6.0,1.0,10.0,2.0,1.0
64.0,1.0,21.0,1.0,565.0,55.0,0.0,40.0,2.0,1.0
65.0,3.0,21.0,1.0,110.0,6.0,1.0,40.0,1.0,1.0
52.0,1.0,9.0,3.0,9130.0,303.0,0.0,45.0,1.0,9.0
39.0,1.0,19.0,1.0,440.0,8.0,0.0,40.0,1.0,1.0
65.0,3.0,21.0,1.0,1305.0,42.0,0.0,20.0,1.0,1.0
43.0,1.0,19.0,1.0,4840.0,55.0,0.0,40.0,1.0,1.0
35.0,7.0,21.0,1.0,4810.0,55.0,1.0,40.0,2.0,1.0
50.0,2.0,11.0,3.0,3870.0,8.0,0.0,40.0,2.0,8.0
23.0,1.0,16.0,5.0,4720.0,8.0,2.0,32.0,2.0,8.0
22.0,1.0,16.0,5.0,6515.0,8.0,2.0,48.0,1.0,8.0
22.0,1.0,16.0,1.0,9645.0,8.0,9.0,50.0,1.0,8.0
42.0,1.0,21.0,1.0,1006.0,39.0,0.0,40.0,1.0,1.0
43.0,3.0,21.0,1.0,420.0,8.0,1.0,40.0,2.0,1.0
80.0,7.0,19.0,1.0,4760.0,8.0,1.0,8.0,1.0,1.0
41.0,6.0,16.0,1.0,5220.0,8.0,0.0,40.0,1.0,1.0
40.0,1.0,24.0,1.0,8990.0,8.0,1.0,20.0,2.0,1.0
56.0,1.0,19.0,2.0,8030.0,8.0,0.0,33.0,1.0,1.0
29.0,1.0,16.0,5.0,5610.0,8.0,4.0,40.0,1.0,1.0
27.0,1.0,16.0,5.0,9620.0,8.0,4.0,40.0,1.0,1.0
71.0,7.0,22.0,3.0,940.0,26.0,0.0,35.0,1.0,1.0
59.0,2.0,22.0,3.0,3255.0,31.0,13.0,48.0,2.0,1.0
44.0,6.0,16.0,1.0,6410.0,8.0,1.0,20.0,1.0,1.0
37.0,3.0,20.0,1.0,565.0,30.0,0.0,50.0,1.0,1.0
18.0,3.0,17.0,5.0,3740.0,72.0,2.0,5.0,1.0,8.0
28.0,1.0,21.0,1.0,1320.0,48.0,0.0,40.0,2.0,1.0
29.0,1.0,22.0,1.0,705.0,36.0,1.0,40.0,1.0,1.0
40.0,1.0,22.0,1.0,10.0,8.0,0.0,45.0,1.0,1.0
63.0,1.0,22.0,1.0,420.0,119.0,0.0,60.0,1.0,1.0
64.0,3.0,17.0,1.0,3646.0,8.0,0.0,40.0,2.0,1.0
18.0,2.0,16.0,5.0,4220.0,48.0,2.0,12.0,1.0,1.0
25.0,1.0,22.0,1.0,800.0,20.0,0.0,40.0,1.0,1.0
24.0,4.0,22.0,1.0,2330.0,40.0,1.0,45.0,2.0,1.0
35.0,1.0,21.0,1.0,440.0,25.0,0.0,55.0,1.0,1.0
36.0,6.0,23.0,1.0,2100.0,25.0,1.0,5.0,2.0,1.0
38.0,1.0,21.0,1.0,150.0,8.0,0.0,40.0,2.0,1.0
44.0,6.0,19.0,1.0,440.0,8.0,1.0,40.0,1.0,1.0
65.0,2.0,21.0,1.0,2040.0,34.0,0.0,30.0,1.0,2.0
62.0,1.0,16.0,1.0,5000.0,36.0,1.0,38.0,2.0,2.0
29.0,1.0,19.0,1.0,3930.0,8.0,2.0,30.0,1.0,2.0
29.0,1.0,21.0,1.0,5000.0,36.0,9.0,36.0,2.0,2.0
27.0,1.0,21.0,1.0,1021.0,17.0,0.0,40.0,2.0,1.0
33.0,6.0,22.0,1.0,710.0,6.0,1.0,50.0,1.0,1.0
55.0,1.0,16.0,5.0,5120.0,8.0,0.0,45.0,2.0,1.0
56.0,1.0,19.0,5.0,5000.0,8.0,5.0,40.0,2.0,1.0
60.0,1.0,20.0,1.0,2300.0,8.0,0.0,30.0,2.0,1.0
21.0,1.0,19.0,5.0,3603.0,22.0,2.0,35.0,2.0,1.0
41.0,1.0,4.0,3.0,7220.0,72.0,0.0,99.0,1.0,1.0
41.0,2.0,21.0,1.0,2752.0,34.0,0.0,20.0,2.0,1.0
66.0,7.0,21.0,2.0,800.0,19.0,0.0,6.0,1.0,1.0
55.0,6.0,21.0,1.0,6230.0,49.0,0.0,20.0,1.0,1.0
52.0,1.0,22.0,1.0,705.0,39.0,1.0,50.0,2.0,1.0
32.0,1.0,19.0,1.0,4622.0,9.0,0.0,40.0,1.0,1.0
57.0,2.0,22.0,1.0,230.0,8.0,0.0,40.0,2.0,1.0
63.0,1.0,22.0,1.0,9142.0,8.0,1.0,40.0,1.0,1.0
42.0,1.0,21.0,1.0,735.0,53.0,0.0,50.0,1.0,1.0
44.0,1.0,22.0,1.0,1007.0,48.0,0.0,50.0,1.0,1.0
40.0,6.0,19.0,1.0,2850.0,33.0,1.0,1.0,2.0,1.0
64.0,6.0,16.0,1.0,9130.0,8.0,0.0,80.0,1.0,1.0
33.0,1.0,21.0,5.0,1021.0,217.0,0.0,40.0,1.0,1.0
48.0,7.0,16.0,1.0,7540.0,2.0,0.0,40.0,1.0,1.0
51.0,7.0,18.0,1.0,5740.0,39.0,1.0,20.0,2.0,1.0
41.0,5.0,18.0,1.0,5550.0,39.0,0.0,45.0,1.0,1.0
38.0,2.0,21.0,1.0,3255.0,32.0,1.0,30.0,2.0,1.0
56.0,1.0,22.0,1.0,4525.0,40.0,0.0,60.0,2.0,1.0
41.0,1.0,19.0,1.0,860.0,8.0,0.0,40.0,2.0,1.0
40.0,1.0,20.0,1.0,1108.0,8.0,1.0,55.0,1.0,1.0
67.0,2.0,20.0,1.0,3620.0,55.0,0.0,10.0,1.0,1.0
67.0,2.0,20.0,1.0,5740.0,55.0,1.0,16.0,2.0,1.0
43.0,2.0,21.0,5.0,725.0,39.0,0.0,40.0,2.0,1.0
32.0,1.0,16.0,5.0,4251.0,8.0,2.0,35.0,1.0,1.0
35.0,1.0,16.0,5.0,9645.0,8.0,0.0,20.0,1.0,1.0
29.0,1.0,16.0,5.0,4700.0,32.0,13.0,36.0,2.0,1.0
61.0,6.0,21.0,1.0,205.0,15.0,0.0,30.0,1.0,1.0
35.0,2.0,16.0,1.0,5000.0,8.0,0.0,40.0,2.0,1.0
36.0,1.0,15.0,1.0,6520.0,53.0,1.0,40.0,1.0,1.0
27.0,1.0,18.0,5.0,4760.0,8.0,5.0,40.0,2.0,1.0
21.0,1.0,16.0,1.0,4850.0,6.0,0.0,50.0,1.0,1.0
19.0,1.0,19.0,5.0,4760.0,6.0,5.0,40.0,1.0,1.0
65.0,1.0,19.0,1.0,5100.0,8.0,0.0,40.0,2.0,1.0
32.0,3.0,22.0,1.0,800.0,6.0,0.0,40.0,2.0,1.0
30.0,1.0,19.0,1.0,6355.0,303.0,1.0,40.0,1.0,1.0
58.0,2.0,23.0,1.0,3090.0,34.0,0.0,45.0,1.0,1.0
56.0,6.0,22.0,1.0,2014.0,36.0,1.0,25.0,2.0,1.0
19.0,1.0,19.0,5.0,4110.0,8.0,2.0,20.0,2.0,1.0
58.0,1.0,22.0,1.0,1022.0,42.0,0.0,40.0,1.0,1.0
52.0,6.0,21.0,3.0,2830.0,20.0,0.0,40.0,2.0,1.0
64.0,1.0,16.0,3.0,20.0,19.0,0.0,70.0,1.0,1.0
48.0,1.0,16.0,5.0,440.0,8.0,13.0,60.0,2.0,1.0
